company_number,company_status,company_type,incorporation_date,dissolution_date,age_days,sic_primary,sic_sector,region,has_insolvency_history,has_charges,has_been_liquidated,office_in_dispute,undeliverable_address,officer_count,resigned_count,officer_turnover_rate,filing_count,accounts_count,confirmation_count,charge_count,outstanding_charges,charge_satisfaction_rate,psc_count,corporate_psc_count,dissolved
NL000326,active,limited-partnership,2017-05-26,,3269,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000442,active,limited-partnership,2017-08-15,,3188,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000505,active,limited-partnership,2017-09-25,,3147,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000514,active,limited-partnership,2017-10-06,,3136,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000295,active,limited-partnership,2017-03-24,,3332,,Unknown,County Down,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000381,active,limited-partnership,2017-07-14,,3220,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000231,active,limited-partnership,2016-01-08,,3773,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000245,active,limited-partnership,2016-06-16,,3613,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000276,active,limited-partnership,2017-01-27,,3388,,Unknown,"Belfast,",0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000324,active,limited-partnership,2017-04-26,,3299,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000346,active,limited-partnership,2017-06-23,,3241,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000449,active,limited-partnership,2017-08-15,,3188,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000470,active,limited-partnership,2017-08-17,,3186,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000609,active,limited-partnership,2018-02-26,,2993,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000387,active,limited-partnership,2017-07-14,,3220,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000475,active,limited-partnership,2017-08-17,,3186,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000506,active,limited-partnership,2017-09-25,,3147,,Unknown,Co Antrim,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000527,active,limited-partnership,2017-10-24,,3118,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000543,active,limited-partnership,2017-11-20,,3091,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000243,active,limited-partnership,2016-05-18,,3642,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000260,active,limited-partnership,2016-10-17,,3490,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000270,active,limited-partnership,2016-11-21,,3455,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0,0
NL000327,active,limited-partnership,2017-05-26,,3269,,Unknown,County Down,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000382,active,limited-partnership,2017-07-14,,3220,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000369,active,limited-partnership,2017-07-14,,3220,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000351,active,limited-partnership,2017-06-23,,3241,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000359,active,limited-partnership,2017-06-30,,3234,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000361,active,limited-partnership,2017-06-30,,3234,,Unknown,County Down,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000617,active,limited-partnership,2018-03-07,,2984,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000414,active,limited-partnership,2017-08-03,,3200,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000484,active,limited-partnership,2017-08-21,,3182,,Unknown,"Belfast,",0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000499,active,limited-partnership,2017-09-19,,3153,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000537,active,limited-partnership,2017-11-07,,3104,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000628,active,limited-partnership,2018-03-13,,2978,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000568,active,limited-partnership,2018-01-08,,3042,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000591,active,limited-partnership,2018-02-08,,3011,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000412,active,limited-partnership,2017-08-02,,3201,,Unknown,Lisburn,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000755,active,limited-partnership,2019-12-04,,2347,,Unknown,"Co. Down,",0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000441,active,limited-partnership,2017-08-14,,3189,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000465,active,limited-partnership,2017-08-16,,3187,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000560,active,limited-partnership,2017-12-14,,3067,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000653,active,limited-partnership,2018-03-26,,2965,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000768,active,limited-partnership,2020-07-01,,2137,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000663,active,limited-partnership,2018-04-10,,2950,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000774,active,limited-partnership,2020-09-02,,2074,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000786,active,limited-partnership,2020-12-02,,1983,,Unknown,County Down,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000464,active,limited-partnership,2017-08-16,,3187,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000427,active,limited-partnership,2017-08-08,,3195,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000430,active,limited-partnership,2017-08-11,,3192,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000681,active,limited-partnership,2018-06-11,,2888,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000698,active,limited-partnership,2018-09-24,,2783,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000707,active,limited-partnership,2018-11-13,,2733,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000760,active,limited-partnership,2020-02-04,,2285,,Unknown,Lisburn,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000438,active,limited-partnership,2017-08-14,,3189,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000581,active,limited-partnership,2018-01-30,,3020,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000420,active,limited-partnership,2017-08-08,,3195,,Unknown,Co Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000424,active,limited-partnership,2017-08-08,,3195,,Unknown,"Belfast,",0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0,0
NL000641,active,limited-partnership,2018-03-21,,2970,,Unknown,County Down,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0.0,0,0,0
NL000646,active,limited-partnership,2018-03-22,,2969,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000592,active,limited-partnership,2018-02-08,,3011,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000674,active,limited-partnership,2018-05-11,,2919,,Unknown,County Down,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000682,active,limited-partnership,2018-06-11,,2888,,Unknown,County Down,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0.0,0,0,0
NL000741,active,limited-partnership,2019-08-06,,2467,,Unknown,County Down,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000614,active,limited-partnership,2018-03-07,,2984,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000621,active,limited-partnership,2018-03-07,,2984,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000649,active,limited-partnership,2018-03-22,,2969,,Unknown,Northern Ireland,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000724,active,limited-partnership,2019-04-04,,2591,,Unknown,Dungannon,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NL000434,active,limited-partnership,2017-08-14,,3189,,Unknown,Belfast,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0,0
NI037958,dissolved,private-limited-guarant-nsc-limited-exemption,2000-02-25,2022-10-06,8259,93199,Other Services,Belfast,1,1,0,0,0,35,30,0.857,100,16,14,1,0,1.0,0,0,1
NI038333,dissolved,ltd,2000-04-07,2017-12-21,6467,,Unknown,Belfast,1,1,1,0,0,7,5,0.714,49,6,6,5,3,0.4,0,0,1
NI038547,dissolved,ltd,2000-05-10,2017-07-11,6271,68320,Finance/Insurance,Belfast,0,1,0,0,0,7,3,0.429,55,15,16,2,2,0.0,0,0,1
NI038756,dissolved,private-limited-guarant-nsc,2000-06-09,2022-03-01,7935,96090,Other Services,Unknown,0,0,0,0,0,10,1,0.1,64,21,21,0,0,0.0,0,0,1
NI038566,dissolved,ltd,2000-05-11,2020-09-22,7439,25110,Manufacturing,Belfast,0,1,0,0,0,12,9,0.75,78,22,18,1,1,0.0,1,1,1
NI037738,dissolved,private-limited-guarant-nsc,2000-01-18,2016-05-10,5957,94990,Other Services,Magherafelt,1,0,1,0,0,100,67,0.67,100,5,5,0,0,0.0,0,0,1
NI037752,dissolved,ltd,2000-01-19,2023-12-19,8735,74990,Real Estate/Business,Belfast,1,0,0,0,0,17,14,0.824,98,25,19,0,0,0.0,1,1,1
NI038356,dissolved,ltd,2000-04-07,2015-12-10,5725,5190,Manufacturing,Co.Tyrone,1,1,1,0,0,4,3,0.75,54,11,11,2,1,0.5,0,0,1
NI038594,dissolved,ltd,2000-05-15,2018-12-11,6784,41100,Construction/Transport,County Londonderry,0,1,0,0,0,6,4,0.667,72,19,18,14,13,0.071,1,1,1
NI038561,dissolved,ltd,2000-05-11,2022-03-01,7964,41202,Construction/Transport,Unknown,0,1,0,0,0,5,2,0.4,65,21,22,4,4,0.0,1,0,1
NI037918,dissolved,ltd,2000-02-17,2019-09-03,7138,41202,Construction/Transport,Armagh,1,1,1,0,0,3,0,0.0,48,12,12,7,5,0.286,0,0,1
NI038142,dissolved,ltd,2000-03-15,2021-01-19,7615,79110,Real Estate/Business,Unknown,0,0,0,0,0,6,0,0.0,53,20,18,0,0,0.0,1,0,1
NI037716,dissolved,ltd,2000-01-13,2015-07-01,5648,46180,Construction/Transport,Co. Down,1,1,1,0,0,9,7,0.778,43,10,9,1,1,0.0,0,0,1
NI037783,dissolved,ltd,2000-01-22,2021-09-14,7906,99999,Other Services,Belfast,0,0,0,0,0,9,6,0.667,65,21,20,0,0,0.0,1,1,1
NI037887,dissolved,ltd,2000-02-11,2014-12-12,5418,62090,Finance/Insurance,Belfast,0,0,0,0,0,4,2,0.5,42,13,13,0,0,0.0,0,0,1
NI038451,dissolved,ltd,2000-04-27,2017-04-04,6186,41202,Construction/Transport,Co. Armagh,0,1,0,0,0,7,2,0.286,100,11,11,38,0,1.0,0,0,1
NI038945,dissolved,ltd,2000-07-10,2016-08-02,5867,68209,Finance/Insurance,Enniskillen,1,1,1,0,0,3,0,0.0,88,15,14,26,26,0.0,0,0,1
NI038403,dissolved,ltd,2000-04-18,2017-03-01,6161,5510,Manufacturing,Antrim,1,1,1,0,0,4,1,0.25,72,11,10,10,8,0.2,0,0,1
NI038020,dissolved,ltd,2000-03-01,2018-11-13,6831,82990,Public/Education/Health,County Down,0,1,0,0,0,9,8,0.889,100,13,13,52,37,0.288,1,1,1
NI038931,dissolved,ltd,2000-07-03,2021-06-22,7659,99999,Other Services,Belfast,0,1,0,0,0,3,0,0.0,56,19,20,1,1,0.0,3,0,1
NI038632,dissolved,ltd,2000-05-19,2017-10-17,6360,41202,Construction/Transport,Antrim,0,0,0,0,0,3,0,0.0,42,17,16,0,0,0.0,0,0,1
NI038864,dissolved,ltd,2000-06-22,2021-05-18,7635,74990,Real Estate/Business,Co Down,0,0,0,0,0,5,3,0.6,61,21,20,0,0,0.0,1,0,1
NI038786,dissolved,ltd,2000-06-14,2018-02-27,6467,68209,Finance/Insurance,Antrim,0,1,0,0,0,11,9,0.818,95,17,16,9,0,1.0,0,0,1
NI038439,dissolved,ltd,2000-04-28,2015-09-19,5622,5010,Manufacturing,County Antrim,1,1,1,0,0,4,3,0.75,41,10,10,1,1,0.0,0,0,1
NI039033,dissolved,ltd,2000-08-01,2015-12-14,5613,,Unknown,Co. Antrim,1,1,1,0,0,5,2,0.4,46,7,8,1,1,0.0,0,0,1
NI039275,dissolved,ltd,2000-09-12,2015-01-16,5239,68100,Finance/Insurance,Antrim,0,1,0,0,0,4,3,0.75,77,12,13,12,8,0.333,0,0,1
NI038240,dissolved,ltd,2000-03-30,2018-09-15,6743,41201,Construction/Transport,Belfast,1,0,1,0,0,5,3,0.6,58,15,13,0,0,0.0,0,0,1
NI037997,dissolved,ltd,2000-03-02,2019-01-08,6886,74990,Real Estate/Business,Co. Antrim,0,0,0,0,0,25,20,0.8,91,19,17,0,0,0.0,1,1,1
NI038027,dissolved,ltd,2000-03-03,2015-04-10,5516,62020,Finance/Insurance,Co Fermanagh,0,0,0,0,0,2,1,0.5,43,16,13,0,0,0.0,0,0,1
NI038209,dissolved,ltd,2000-03-27,2016-06-21,5930,47749,Construction/Transport,Belfast,0,1,0,0,0,10,6,0.6,77,17,17,2,0,1.0,0,0,1
NI039132,dissolved,ltd,2000-08-10,2016-01-06,5627,,Unknown,Unknown,1,0,1,0,0,2,0,0.0,24,8,6,0,0,0.0,0,0,1
NI039435,dissolved,ltd,2000-10-13,2016-10-18,5849,47110,Construction/Transport,Co Tyrone,0,1,0,0,0,4,3,0.75,55,15,16,2,1,0.5,0,0,1
NI038013,dissolved,ltd,2000-03-01,2015-07-10,5609,79909,Real Estate/Business,Unknown,0,0,0,0,0,4,1,0.25,41,14,14,0,0,0.0,0,0,1
NI038228,dissolved,ltd,2000-03-27,2019-05-14,6987,77320,Real Estate/Business,Lisburn,0,0,0,0,0,8,4,0.5,66,21,16,0,0,0.0,1,1,1
NI038692,dissolved,ltd,2000-05-31,2015-07-17,5525,74901,Real Estate/Business,County Antrim,0,1,0,0,0,4,1,0.25,48,15,14,2,2,0.0,0,0,1
NI038819,dissolved,ltd,2000-06-19,2016-05-24,5818,62020,Finance/Insurance,Belfast,0,0,0,0,0,6,3,0.5,47,14,15,0,0,0.0,0,0,1
NI038656,dissolved,ltd,2000-05-24,2016-03-15,5774,,Unknown,Belfast,1,1,1,0,0,3,3,1.0,61,9,9,8,5,0.375,0,0,1
NI037945,dissolved,ltd,2000-02-21,2024-03-07,8781,4545,Manufacturing,Belfast,1,1,1,0,0,3,3,1.0,95,13,11,11,11,0.0,0,0,1
NI038111,dissolved,private-limited-guarant-nsc-limited-exemption,2000-03-16,2020-09-29,7502,55900,Retail/Trade,Co Tyrone,0,0,0,0,0,45,38,0.844,100,18,16,0,0,0.0,0,0,1
NI038295,dissolved,ltd,2000-04-03,2016-06-24,5926,,Unknown,Belfast,1,1,1,0,0,5,4,0.8,34,5,0,7,7,0.0,0,0,1
NI038917,dissolved,ltd,2000-07-03,2015-09-11,5548,68100,Finance/Insurance,Unknown,0,0,0,0,0,3,0,0.0,39,15,14,0,0,0.0,0,0,1
NI038504,dissolved,ltd,2000-05-05,2016-12-13,6066,,Unknown,Co Fermanagh,1,1,0,0,0,4,1,0.25,48,9,9,8,5,0.375,0,0,1
NI038301,dissolved,ltd,2000-04-03,2018-11-27,6812,41100,Construction/Transport,County Down,1,1,1,0,0,6,4,0.667,64,15,14,4,4,0.0,0,0,1
NI039276,dissolved,ltd,2000-09-12,2014-09-12,5113,62012,Finance/Insurance,Belfast,0,0,0,0,0,3,2,0.667,39,12,12,0,0,0.0,0,0,1
NI039332,dissolved,ltd,2000-09-28,2019-06-28,6847,4521,Manufacturing,Coleraine,1,1,1,0,0,5,5,1.0,53,9,10,5,5,0.0,0,0,1
NI038314,dissolved,ltd,2000-04-07,2022-07-26,8145,68209,Finance/Insurance,Belfast,0,1,0,0,0,5,1,0.2,67,22,22,1,1,0.0,2,0,1
NI037649,dissolved,ltd,2000-01-04,2017-01-06,6212,43210,Construction/Transport,Antrim,1,1,1,0,0,3,1,0.333,48,14,13,1,1,0.0,0,0,1
NI038999,dissolved,ltd,2000-07-27,2015-10-27,5570,82990,Public/Education/Health,Unknown,0,0,0,0,0,9,6,0.667,59,15,14,0,0,0.0,0,0,1
NI039511,dissolved,ltd,2000-10-25,2018-05-08,6404,99999,Other Services,Belfast,0,1,0,0,0,10,8,0.8,80,12,17,7,0,1.0,1,1,1
NI039362,dissolved,ltd,2000-10-05,2019-04-23,6774,46470,Construction/Transport,Enniskillen,0,1,0,0,0,4,2,0.5,54,18,18,2,2,0.0,1,0,1
NI038854,dissolved,ltd,2000-06-21,2016-08-02,5886,62090,Finance/Insurance,County Down,0,0,0,0,0,6,4,0.667,52,15,14,0,0,0.0,0,0,1
NI039193,dissolved,ltd,2000-08-24,2019-02-07,6741,25990,Manufacturing,Belfast,1,1,0,0,0,4,1,0.25,77,15,15,2,2,0.0,0,0,1
NI037665,dissolved,ltd,2000-01-13,2014-09-12,5356,,Unknown,Belfast,1,1,1,0,0,11,9,0.818,65,10,9,1,1,0.0,0,0,1
NI037794,dissolved,ltd,2000-01-25,2020-06-06,7438,2710,Agriculture/Mining,Co Tyrone,1,1,1,0,0,4,0,0.0,47,12,9,2,0,1.0,0,0,1
NI038462,dissolved,ltd,2000-04-27,2018-08-28,6697,68209,Finance/Insurance,Belfast,0,1,0,0,0,5,2,0.4,58,16,16,5,4,0.2,1,0,1
NI039184,dissolved,ltd,2000-08-24,2016-02-02,5640,41100,Construction/Transport,Unknown,0,1,0,0,0,2,0,0.0,39,14,14,2,2,0.0,0,0,1
NI039187,dissolved,ltd,2000-08-24,2016-10-28,5909,7487,Manufacturing,Carryduff,1,1,1,0,0,2,0,0.0,35,10,11,2,2,0.0,0,0,1
NI039334,dissolved,ltd,2000-09-28,2018-10-16,6592,68100,Finance/Insurance,Lisburn,0,1,0,0,0,4,0,0.0,67,17,17,11,4,0.545,3,0,1
NI039295,dissolved,ltd,2000-09-19,2018-02-27,6370,68209,Finance/Insurance,Antrim,0,1,0,0,0,14,12,0.857,100,17,16,15,0,1.0,1,1,1
NI038237,dissolved,ltd,2000-03-30,2023-01-03,8314,33120,Manufacturing,Unknown,0,0,0,0,0,5,2,0.4,55,21,21,0,0,0.0,1,0,1
NI038532,dissolved,private-limited-guarant-nsc-limited-exemption,2000-05-10,2015-09-11,5602,82990,Public/Education/Health,Unknown,0,0,0,0,0,28,21,0.75,87,15,15,0,0,0.0,0,0,1
NI039251,dissolved,ltd,2000-09-07,2017-01-31,5990,62090,Finance/Insurance,Coleraine,0,0,0,0,0,5,1,0.2,51,16,16,0,0,0.0,2,0,1
NI038925,dissolved,ltd,2000-07-03,2023-12-12,8562,49410,Construction/Transport,Armagh,0,0,0,0,0,5,3,0.6,66,21,22,0,0,0.0,1,0,1
NI038901,dissolved,ltd,2000-06-27,2018-03-27,6482,68209,Finance/Insurance,Belfast,0,0,0,0,0,14,9,0.643,54,17,16,0,0,0.0,0,0,1
NI038341,dissolved,ltd,2000-04-10,2022-12-12,8281,55100,Retail/Trade,Belfast,1,1,1,0,0,7,4,0.571,100,12,12,15,1,0.933,0,0,1
NI038440,dissolved,ltd,2000-04-28,2022-06-07,8075,41202,Construction/Transport,Lisburn,0,0,0,0,0,5,2,0.4,61,21,20,0,0,0.0,2,0,1
NI039189,dissolved,private-unlimited,2000-08-24,2020-12-01,7404,99999,Other Services,Co Down,0,0,0,0,0,5,2,0.4,38,0,20,0,0,0.0,2,0,1
NI039192,dissolved,ltd,2000-08-24,2024-02-20,8580,68209,Finance/Insurance,Down,0,1,0,0,0,5,3,0.6,77,24,23,4,3,0.25,1,0,1
NI039578,dissolved,ltd,2000-11-02,2021-04-20,7474,70100,Real Estate/Business,Limavady,0,0,0,0,0,10,5,0.5,63,19,20,0,0,0.0,1,1,1
NI040318,dissolved,ltd,2001-03-02,2018-11-27,6479,46460,Construction/Transport,Belfast,0,0,0,0,0,9,7,0.778,62,18,16,0,0,0.0,3,1,1
NI040811,dissolved,ltd,2001-05-14,2017-02-22,5763,,Unknown,Co Antrim,1,1,1,0,0,5,2,0.4,39,8,8,1,1,0.0,0,0,1
NI041304,dissolved,ltd,2001-08-09,2023-08-15,8041,99999,Other Services,Newry,0,0,0,0,0,5,2,0.4,59,21,21,0,0,0.0,1,0,1
NI042007,dissolved,ltd,2001-11-23,2020-10-20,6906,41100,Construction/Transport,Bangor,1,1,1,0,0,3,0,0.0,59,11,12,8,3,0.625,1,0,1
NI039785,dissolved,private-limited-guarant-nsc-limited-exemption,2000-12-04,2023-05-16,8198,94990,Other Services,Belfast,0,0,0,0,0,32,27,0.844,100,17,17,0,0,0.0,4,0,1
NI040093,dissolved,ltd,2001-01-31,2015-05-19,5221,41202,Construction/Transport,Belfast,1,0,0,0,0,4,2,0.5,43,11,10,0,0,0.0,0,0,1
NI040346,dissolved,ltd,2001-03-06,2016-03-22,5495,41201,Construction/Transport,Co Down,0,1,0,0,0,4,2,0.5,41,14,13,1,1,0.0,0,0,1
NI040734,dissolved,ltd,2001-05-02,2020-09-22,7083,99999,Other Services,Belfast,0,0,0,0,0,8,7,0.875,72,20,18,0,0,0.0,2,1,1
NI041138,dissolved,ltd,2001-07-06,2016-08-23,5527,46342,Construction/Transport,Dungannon,0,0,0,0,0,6,3,0.5,46,13,14,0,0,0.0,0,0,1
NI042381,dissolved,ltd,2002-01-31,2018-05-08,5941,43390,Construction/Transport,Co Derry,0,1,0,0,0,4,1,0.25,55,16,16,8,6,0.25,1,0,1
NI042391,dissolved,ltd,2002-02-05,2022-01-05,7274,68100,Finance/Insurance,Antrim,1,1,0,0,0,9,7,0.778,70,15,15,6,6,0.0,1,0,1
NI042518,dissolved,ltd,2002-02-15,2015-07-13,4896,32500,Manufacturing,Co Antrim,1,1,1,0,0,16,13,0.812,100,11,10,4,2,0.5,0,0,1
NI042305,dissolved,ltd,2002-01-16,2022-08-30,7531,56102,Retail/Trade,Belfast,0,1,0,0,0,5,3,0.6,79,22,20,8,7,0.125,4,1,1
NI039901,dissolved,ltd,2001-01-02,2020-09-24,7205,82990,Public/Education/Health,Co Antrim,1,1,0,0,0,3,0,0.0,56,17,17,4,4,0.0,1,0,1
NI040128,dissolved,ltd,2001-02-05,2018-11-13,6490,08120,Manufacturing,Co. Armagh,0,1,0,0,0,2,0,0.0,51,18,17,2,2,0.0,1,0,1
NI041246,dissolved,ltd,2001-07-30,2016-11-01,5573,38110,Manufacturing,Co Down,0,0,0,0,0,19,14,0.737,75,16,13,0,0,0.0,0,0,1
NI041516,dissolved,ltd,2001-09-12,2016-05-03,5347,5143,Manufacturing,Co Tyrone,1,0,1,0,0,9,5,0.556,58,10,9,0,0,0.0,0,0,1
NI041987,dissolved,private-limited-guarant-nsc-limited-exemption,2001-11-21,2018-10-18,6175,85600,Public/Education/Health,Co.Antrim,1,0,1,0,0,26,18,0.692,81,11,11,0,0,0.0,0,0,1
NI042360,dissolved,ltd,2002-01-30,2022-02-08,7314,99999,Other Services,Holywood,0,0,0,0,0,7,5,0.714,59,19,19,0,0,0.0,1,1,1
NI039558,dissolved,ltd,2000-11-01,2020-10-08,7281,4521,Manufacturing,Co. Down,1,1,1,0,0,5,2,0.4,49,10,10,3,3,0.0,0,0,1
NI039767,dissolved,ltd,2000-12-01,2015-03-27,5229,7487,Manufacturing,Belfast,0,0,0,0,0,7,1,0.143,44,11,8,0,0,0.0,0,0,1
